sku_id,product_name,category,color,size,supplier_id,cost_price,mrp,units_purchased,units_sold_total,units_on_hand,stock_remaining_pct,sell_through_rate,last_sale_date,days_since_last_sale,velocity_overall,units_sold_last_4w,weeks_of_stock,bleed_score,margin_at_risk,status,top_channel,action,recommended_discount_pct,reason,markdown_price,projected_recovery,est_revenue_if_actioned,urgency_rank
SKU-0492,Bagru print Palazzo (Silk blend),Palazzo,Indigo,M,SUP-010,268,848,62,46,16,0.258,0.742,2024-11-26,5,6.85,20.0,3.2,1.29,9280,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,848,9280,10854,5
SKU-0313,Ikat Dupatta (Georgette),Dupatta,Ochre,XXL,SUP-007,264,547,38,16,22,0.579,0.421,2024-11-29,2,6.59,16.0,5.5,1.16,6226,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,547,6226,9627,5
SKU-0238,Dabu print Coord Set (Chanderi),Coord Set,Ochre,L,SUP-005,764,2426,122,89,33,0.27,0.73,2024-11-27,4,6.36,18.0,7.3,1.08,54846,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,2426,54846,64046,5
SKU-0034,Ikat Kurta (Georgette),Kurta,Rust,XS,SUP-001,638,1347,77,36,41,0.532,0.468,2024-11-29,2,7.41,29.0,5.7,1.06,29069,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,1347,29069,44182,5
SKU-0273,Bandhani Coord Set (Rayon),Coord Set,Rust,S,SUP-010,650,1866,118,56,62,0.525,0.475,2024-11-29,2,8.91,35.0,7.1,1.05,75392,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,1866,75392,92554,5
SKU-0296,Shibori Coord Set (Georgette),Coord Set,Indigo,XL,SUP-005,721,1438,37,28,9,0.243,0.757,2024-11-27,4,7.84,28.0,1.3,0.97,6453,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,1438,6453,10354,5
SKU-0018,Ikat Kurta (Linen),Kurta,Terracotta,L,SUP-009,377,1569,132,13,119,0.902,0.098,2024-11-30,1,1.6,7.0,68.0,0.9,141848,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,1569,141848,149369,5
SKU-0042,Dabu print Kurta (Georgette),Kurta,Terracotta,M,SUP-002,595,1125,54,46,8,0.148,0.852,2024-11-25,6,6.19,20.0,1.6,0.89,4240,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1125,4240,7200,5
SKU-0022,Ajrakh Kurta (Silk blend),Kurta,Ivory,XL,SUP-001,401,1217,85,53,32,0.376,0.624,2024-11-29,2,7.13,32.0,4.0,0.75,26112,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,1217,26112,31155,5
SKU-0113,Chikankari Kurta (Chanderi),Kurta,Indigo,XL,SUP-008,527,959,31,20,11,0.355,0.645,2024-11-29,2,7.78,20.0,2.2,0.71,4752,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,959,4752,8439,5
SKU-0174,Bagru print Saree (Linen),Saree,Mauve,XL,SUP-006,1552,4753,76,23,53,0.697,0.303,2024-11-30,1,10.06,23.0,9.2,0.7,169653,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,4753,169653,201527,5
SKU-0012,Chikankari Kurta (Cotton),Kurta,Blush pink,L,SUP-002,610,1439,62,48,14,0.226,0.774,2024-11-28,3,6.22,22.0,2.5,0.68,11606,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1439,11606,16117,5
SKU-0046,Mirror work Kurta (Silk blend),Kurta,Mauve,XS,SUP-008,519,1787,82,29,53,0.646,0.354,2024-11-30,1,7.25,29.0,7.3,0.65,67204,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,1787,67204,75769,5
SKU-0226,Dabu print Coord Set (Mul mul),Coord Set,Mauve,S,SUP-008,824,2584,72,26,46,0.639,0.361,2024-11-30,1,7.28,26.0,7.1,0.64,80960,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,2584,80960,95091,5
SKU-0286,Block print Coord Set (Georgette),Coord Set,Mauve,XL,SUP-008,842,2255,116,43,73,0.629,0.371,2024-11-30,1,3.67,20.0,14.6,0.63,103149,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,2255,103149,131692,5
SKU-0462,Kalamkari Palazzo (Linen),Palazzo,Mauve,XS,SUP-007,238,1077,60,41,19,0.317,0.683,2024-11-29,2,8.2,31.0,2.5,0.63,15941,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,1077,15941,16370,5
SKU-0116,Block print Kurta (Linen),Kurta,Blush pink,M,SUP-009,486,1537,130,48,82,0.631,0.369,2024-11-30,1,7.0,31.0,10.6,0.63,86182,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,1537,86182,100827,5
SKU-0383,Ikat Dress (Cotton),Dress,Indigo,XL,SUP-008,623,1932,117,44,73,0.624,0.376,2024-11-30,1,7.0,28.0,10.4,0.62,95557,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,1932,95557,112829,5
SKU-0485,Ikat Palazzo (Cotton),Palazzo,Rust,S,SUP-009,299,608,39,15,24,0.615,0.385,2024-11-30,1,7.0,15.0,6.4,0.62,7416,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,608,7416,11674,5
SKU-0120,Bandhani Kurta (Linen),Kurta,Ochre,M,SUP-007,453,1053,80,33,47,0.588,0.412,2024-11-30,1,4.44,16.0,11.8,0.59,28200,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,1053,28200,39593,5
SKU-0037,Block print Kurta (Mul mul),Kurta,Mauve,XXL,SUP-003,384,1141,134,61,73,0.545,0.455,2024-11-30,1,6.89,30.0,9.7,0.55,55261,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1141,55261,66634,5
SKU-0336,Ikat Dupatta (Rayon),Dupatta,Mauve,XS,SUP-008,271,825,111,50,61,0.55,0.45,2024-11-30,1,6.48,27.0,9.0,0.55,33794,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,825,33794,40260,5
SKU-0115,Kalamkari Kurta (Linen),Kurta,Indigo,XXL,SUP-005,443,1044,149,69,80,0.537,0.463,2024-11-30,1,7.79,36.0,8.9,0.54,48080,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,1044,48080,66816,5
SKU-0484,Dabu print Palazzo (Cotton),Palazzo,Ivory,XXL,SUP-009,349,683,88,41,47,0.534,0.466,2024-11-30,1,7.18,29.0,6.5,0.53,15698,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,683,15698,25681,5
SKU-0270,Block print Coord Set (Mul mul),Coord Set,Ivory,XXL,SUP-006,780,1652,139,73,66,0.475,0.525,2024-11-30,1,7.63,31.0,8.5,0.48,57552,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1652,57552,87226,5
SKU-0366,Block print Dupatta (Linen),Dupatta,Blush pink,M,SUP-004,260,538,126,67,59,0.468,0.532,2024-11-30,1,7.56,28.0,8.4,0.47,16402,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,538,16402,25394,5
SKU-0180,Kalamkari Saree (Rayon),Saree,Ivory,S,SUP-008,836,5587,74,40,34,0.459,0.541,2024-11-30,1,6.83,25.0,5.4,0.46,161534,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,5587,161534,151966,5
SKU-0125,Kalamkari Saree (Mul mul),Saree,Terracotta,XXL,SUP-006,2115,2993,101,55,46,0.455,0.545,2024-11-30,1,6.88,28.0,6.6,0.46,40388,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,2993,40388,110142,5
SKU-0239,Kalamkari Coord Set (Chanderi),Coord Set,Mauve,L,SUP-004,653,2064,44,25,19,0.432,0.568,2024-11-30,1,7.0,25.0,3.0,0.43,26809,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,2064,26809,31373,5
SKU-0003,Block print Kurta (Mul mul),Kurta,Terracotta,XXL,SUP-009,643,1335,78,45,33,0.423,0.577,2024-11-30,1,9.26,40.0,3.3,0.42,22836,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,1335,22836,35244,5
SKU-0200,Block print Saree (Rayon),Saree,Indigo,XXL,SUP-002,1383,2594,139,85,54,0.388,0.612,2024-11-30,1,7.73,29.0,7.4,0.39,65394,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,2594,65394,112061,5
SKU-0488,Dabu print Palazzo (Linen),Palazzo,Ochre,XS,SUP-010,282,969,143,92,51,0.357,0.643,2024-11-30,1,7.49,35.0,5.8,0.36,35037,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,969,35037,39535,5
SKU-0459,Ikat Palazzo (Silk blend),Palazzo,Rust,XXL,SUP-004,302,634,121,83,38,0.314,0.686,2024-11-30,1,7.85,30.0,5.1,0.31,12616,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,634,12616,19274,5
SKU-0163,Ikat Saree (Georgette),Saree,Rust,S,SUP-010,1626,3700,132,94,38,0.288,0.712,2024-11-30,1,6.93,29.0,5.2,0.29,78812,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,3700,78812,112480,5
SKU-0268,Chikankari Coord Set (Mul mul),Coord Set,Charcoal,XL,SUP-003,715,1533,95,81,14,0.147,0.853,2024-11-30,1,7.09,23.0,2.4,0.15,11452,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1533,11452,17170,5
SKU-0461,Bandhani Palazzo (Linen),Palazzo,Charcoal,XXL,SUP-006,300,1086,129,114,15,0.116,0.884,2024-11-30,1,6.38,24.0,2.5,0.12,11790,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1086,11790,13032,5
SKU-0477,Mirror work Palazzo (Rayon),Palazzo,Indigo,XXL,SUP-007,249,1038,97,36,61,0.629,0.371,2024-12-01,0,7.88,32.0,7.6,0.0,48129,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1038,48129,50654,5
SKU-0229,Mirror work Coord Set (Rayon),Coord Set,Ochre,S,SUP-001,840,1528,84,27,57,0.679,0.321,2024-12-01,0,9.0,27.0,8.4,0.0,39216,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,1528,39216,69677,5
SKU-0344,Dabu print Dupatta (Rayon),Dupatta,Blush pink,S,SUP-001,195,825,114,50,64,0.561,0.439,2024-12-01,0,8.14,33.0,7.8,0.0,40320,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,825,40320,42240,5
SKU-0340,Ajrakh Dupatta (Mul mul),Dupatta,Ochre,S,SUP-007,140,507,56,30,26,0.464,0.536,2024-12-01,0,8.08,30.0,3.5,0.0,9542,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,507,9542,10546,5
SKU-0084,Kalamkari Kurta (Rayon),Kurta,Mauve,S,SUP-010,482,1720,112,38,74,0.661,0.339,2024-12-01,0,7.39,34.0,8.7,0.0,91612,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,1720,91612,101824,5
SKU-0081,Ajrakh Kurta (Silk blend),Kurta,Mauve,XS,SUP-006,359,1773,94,47,47,0.5,0.5,2024-12-01,0,7.65,34.0,5.5,0.0,66458,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,1773,66458,66665,5
SKU-0298,Kalamkari Coord Set (Georgette),Coord Set,Sage green,M,SUP-002,847,2169,124,46,78,0.629,0.371,2024-12-01,0,7.67,31.0,10.1,0.0,103116,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,2169,103116,135346,5
SKU-0300,Chikankari Coord Set (Mul mul),Coord Set,Charcoal,XL,SUP-008,522,1812,135,48,87,0.644,0.356,2024-12-01,0,7.81,32.0,10.9,0.0,112230,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,1812,112230,126115,5
SKU-0305,Bagru print Dupatta (Silk blend),Dupatta,Mauve,S,SUP-004,194,749,140,77,63,0.45,0.55,2024-12-01,0,6.49,30.0,8.4,0.0,34965,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,749,34965,37750,5
SKU-0304,Block print Dupatta (Linen),Dupatta,Charcoal,S,SUP-005,177,403,49,27,22,0.449,0.551,2024-12-01,0,7.56,27.0,3.3,0.0,4972,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,403,4972,7093,5
SKU-0328,Ajrakh Dupatta (Linen),Dupatta,Ochre,S,SUP-001,205,526,103,31,72,0.699,0.301,2024-12-01,0,7.23,30.0,9.6,0.0,23112,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,526,23112,30298,5
SKU-0102,Dabu print Kurta (Georgette),Kurta,Charcoal,XS,SUP-007,541,1580,115,43,72,0.626,0.374,2024-12-01,0,7.34,33.0,8.7,0.0,74808,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,1580,74808,91008,5
SKU-0442,Ajrakh Dress (Cotton),Dress,Mauve,S,SUP-002,573,1719,148,120,28,0.189,0.811,2024-12-01,0,6.56,25.0,4.5,0.0,32088,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1719,32088,38506,5
SKU-0437,Dabu print Dress (Rayon),Dress,Mauve,XXL,SUP-006,645,1114,91,67,24,0.264,0.736,2024-12-01,0,6.34,28.0,3.4,0.0,11256,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,1114,11256,21389,5
SKU-0189,Block print Saree (Mul mul),Saree,Ochre,XS,SUP-010,1283,3465,147,93,54,0.367,0.633,2024-12-01,0,8.04,35.0,6.2,0.0,117828,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,3465,117828,149688,5
SKU-0380,Bagru print Dress (Mul mul),Dress,Mauve,L,SUP-005,537,1778,85,45,40,0.471,0.529,2024-12-01,0,6.7,30.0,5.3,0.0,49640,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,1778,49640,56896,5
SKU-0395,Mirror work Dress (Georgette),Dress,Teal,S,SUP-004,573,1719,131,77,54,0.412,0.588,2024-12-01,0,8.29,31.0,7.0,0.0,61884,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1719,61884,74261,5
SKU-0399,Chikankari Dress (Chanderi),Dress,Ochre,XL,SUP-006,744,2136,72,51,21,0.292,0.708,2024-12-01,0,8.11,26.0,3.2,0.0,29232,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,2136,29232,35885,5
SKU-0401,Bandhani Dress (Silk blend),Dress,Indigo,S,SUP-001,603,1156,133,65,68,0.511,0.489,2024-12-01,0,7.58,36.0,7.6,0.0,37604,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1156,37604,62886,5
SKU-0202,Block print Coord Set (Mul mul),Coord Set,Charcoal,XXL,SUP-006,713,2511,115,54,61,0.53,0.47,2024-12-01,0,7.0,29.0,8.4,0.0,109678,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,2511,109678,122537,5
SKU-0148,Dabu print Saree (Chanderi),Saree,Indigo,XL,SUP-006,2024,3501,47,19,28,0.596,0.404,2024-12-01,0,7.82,19.0,5.9,0.0,41356,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,3501,41356,78422,5
SKU-0419,Shibori Dress (Silk blend),Dress,Indigo,XXL,SUP-003,723,1970,137,44,93,0.679,0.321,2024-12-01,0,7.51,33.0,11.3,0.0,115971,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,1970,115971,146568,5
SKU-0154,Bagru print Saree (Silk blend),Saree,Ochre,S,SUP-007,1475,3336,140,51,89,0.636,0.364,2024-12-01,0,6.87,31.0,11.5,0.0,165629,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,3336,165629,237523,5
SKU-0155,Ikat Saree (Silk blend),Saree,Rust,L,SUP-001,1463,3985,91,51,40,0.44,0.56,2024-12-01,0,7.29,32.0,5.0,0.0,100880,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,3985,100880,127520,5
SKU-0017,Ajrakh Kurta (Chanderi),Kurta,Charcoal,XL,SUP-006,592,1035,57,26,31,0.544,0.456,2024-12-01,0,4.44,15.0,8.3,0.0,13733,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,1035,13733,25668,5
